kolom_1,pdf_1,omschrijving_1,kolom_2,pdf_2,omschrijving_2,kolom_3,pdf_3,omschrijving_3,kolom_4,pdf_4,omschrijving_4,kolom_5,pdf_5,omschrijving_5,kolom_6,pdf_6,omschrijving_6,kolom_7,pdf_7,omschrijving_7,kolom_8,pdf_8,omschrijving_8,kolom_9,pdf_9,omschrijving_9,kolom_10,pdf_10,omschrijving_10,kolom_11,pdf_11,omschrijving_11,kolom_12,pdf_12,omschrijving_12,kolom_13,pdf_13,omschrijving_13,kolom_14,pdf_14,omschrijving_14,kolom_15,pdf_15,omschrijving_15
.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,
.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,
.,stans.pdf,rol_601 DA1289745 t/m DA1623147 2500 etiketten,.,stans.pdf,rol_602 DA1654315 t/m DA1276050 2500 etiketten,.,stans.pdf,rol_603 DA1744120 t/m DA1487681 2500 etiketten,.,stans.pdf,rol_604 DA1215987 t/m DA1727690 2500 etiketten,.,stans.pdf,rol_605 DA1207057 t/m DA1534188 2500 etiketten,.,stans.pdf,rol_606 DA1300815 t/m DA1977451 2500 etiketten,.,stans.pdf,rol_607 DA1640468 t/m DA1719177 2500 etiketten,.,stans.pdf,rol_608 DA1366777 t/m DA1408982 2500 etiketten,.,stans.pdf,rol_609 DA1768447 t/m DA1275999 2500 etiketten,.,stans.pdf,rol_610 DA1969381 t/m DA1235091 2500 etiketten,.,stans.pdf,rol_611 DA1464526 t/m DA1389372 2500 etiketten,.,stans.pdf,rol_612 DA1214604 t/m DA1281576 2500 etiketten,.,stans.pdf,rol_613 DA1853384 t/m DA1524381 2500 etiketten,.,stans.pdf,rol_614 DA1576045 t/m DA1500048 2500 etiketten,.,stans.pdf,rol_615 DA1499654 t/m DA1510149 2500 etiketten
.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,
.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,
.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,
.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,
.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,
.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,
.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,,.,stans.pdf,
